21,11,19,39,4
22,11,19,39,5
23,11,19,39,6
24,11,19,39,7
25,11,19,40,1
26,11,19,40,2
27,11,19,40,3
28,11,19,40,4
29,11,19,40,5
30,11,19,40,6
1,12,19,40,7
2,12,19,41,1
3,12,19,41,2
4,12,19,41,3
5,12,19,41,4
6,12,19,41,5
7,12,19,41,6
8,12,19,41,7
9,12,19,42,1
10,12,19,42,2
11,12,19,42,3
12,12,19,42,4
13,12,19,42,5
14,12,19,42,6
15,12,19,42,7
16,12,19,43,1
17,12,19,43,2
18,12,19,43,3
19,12,19,43,4
20,12,19,43,5
21,12,19,43,6
22,12,19,43,7
23,12,19,44,1
24,12,19,44,2
25,12,19,44,3
26,12,19,44,4
27,12,19,44,5
28,12,19,44,6
29,12,19,44,7
30,12,19,45,1
31,12,19,45,2
